"Geplande groep";"Geplande groep";"Geplande groep";"Geplande groep";"Geplande groep";"Geroosterde lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Weken (2026)";"Weken (2026)";"Weken (2026)";"Weken (2026)"
"Afdeling";"Pakketgroep";"Vak";"Lesgroep";"Sectie";"Totaal aantal geroosterde lessen";"Gegeven door geplande docent";"Gegeven door vervanger";"Gegeven zonder docent";"Totaal aantal gegeven lessen";"Percentage gegeven door vervanger";"Percentage gegeven zonder docent";"Uitval door te weinig leerlingen";"Uitval door te weinig docenten";"Uitval door gewijzigde planning";"Uitval zonder reden";"Totaal aantal uitgevallen lessen";"Percentage totaal aantal uitgevallen lessen";"35";"36";"37";"38"
"1vp";"nee";"te";"1vp.1va";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2h";"nee";"te";"2h.2ha";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"2";"0";"0";"2";"33,3%";"";"2";"2";"0"
"2h";"nee";"te";"2h.2hb";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2h";"nee";"te";"2h.2hc";"te&hndv&med";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"2h";"nee";"te";"2h.2hd";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2v";"nee";"te";"2v.2vb";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2v";"nee";"te";"2v.2vc";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2v";"nee";"te";"2v.2vd";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2v";"nee";"te";"2v.2ve";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"2vp";"nee";"te";"2vp.2va";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3h";"nee";"te";"3h.3ha";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3h";"nee";"te";"3h.3hb";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3h";"nee";"te";"3h.3hc";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3v";"nee";"te";"3v.3vc";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3v";"nee";"te";"3v.3vd";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3v";"nee";"te";"3v.3ve";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3vp";"nee";"te";"3vp.3va";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"3vp";"nee";"te";"3vp.3vb";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4h";"nee";"te";"4h.te1";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"2";"0";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"te";"4v.te1";"te&hndv&med";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"5h";"nee";"te";"5h.te1";"te&hndv&med";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"5v";"nee";"te";"5v.te1";"te&hndv&med";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"6v";"nee";"te";"6v.te1";"te&hndv&med";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"3v";"ja";"wi";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"ja";"wi";"";"wis&rek";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1h";"ja";"wi";"";"wis&rek";"6";"2";"0";"0";"2";"0%";"0%";"0";"0";"4";"0";"4";"66,7%";"";"0";"0";"2"
"2h";"ja";"wi";"";"wis&rek";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3h";"ja";"wi";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1v";"ja";"wi";"";"wis&rek";"6";"2";"0";"0";"2";"0%";"0%";"0";"0";"4";"0";"4";"66,7%";"";"0";"0";"2"
"3vp";"ja";"wi";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2vp";"ja";"wi";"";"wis&rek";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"1vp";"ja";"wi";"";"wis&rek";"6";"2";"0";"0";"2";"0%";"0%";"0";"0";"4";"0";"4";"66,7%";"";"0";"0";"2"
"1vh";"ja";"wi";"";"wis&rek";"6";"2";"0";"0";"2";"0%";"0%";"0";"0";"4";"0";"4";"66,7%";"";"0";"0";"2"
"1h";"nee";"wi";"1h.1ha";"wis&rek";"12";"5";"3";"0";"8";"37,5%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1v";"nee";"wi";"1v.1vb";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1v";"nee";"wi";"1v.1vc";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1v";"nee";"wi";"1v.1vd";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1vh";"nee";"wi";"1vh.1ba";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1vh";"nee";"wi";"1vh.1bb";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"0";"4";"0";"4";"33,3%";"";"0";"4";"4"
"1vh";"nee";"wi";"1vh.1bc";"wis&rek";"12";"5";"2";"0";"7";"28,6%";"0%";"0";"1";"4";"0";"5";"41,7%";"";"0";"4";"3"
"1vp";"nee";"wi";"1vp.1va";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"0";"3";"0";"3";"33,3%";"";"0";"3";"3"
"2h";"nee";"wi";"2h.2ha";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"1";"3";"0";"4";"33,3%";"";"1";"3";"4"
"2h";"nee";"wi";"2h.2hb";"wis&rek";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"2h";"nee";"wi";"2h.2hc";"wis&rek";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"2h";"nee";"wi";"2h.2hd";"wis&rek";"12";"7";"0";"0";"7";"0%";"0%";"0";"1";"4";"0";"5";"41,7%";"";"0";"3";"4"
"2v";"nee";"wi";"2v.2vb";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"1";"3";"0";"4";"33,3%";"";"1";"3";"4"
"2v";"nee";"wi";"2v.2vc";"wis&rek";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"2v";"nee";"wi";"2v.2vd";"wis&rek";"12";"7";"0";"0";"7";"0%";"0%";"0";"2";"3";"0";"5";"41,7%";"";"0";"3";"4"
"2v";"nee";"wi";"2v.2ve";"wis&rek";"12";"5";"0";"0";"5";"0%";"0%";"0";"3";"4";"0";"7";"58,3%";"";"0";"3";"2"
"2vp";"nee";"wi";"2vp.2va";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"2";"3"
"3h";"nee";"wi";"3h.3ha";"wis&rek";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"3h";"nee";"wi";"3h.3hb";"wis&rek";"12";"9";"0";"0";"9";"0%";"0%";"0";"0";"3";"0";"3";"25%";"";"1";"4";"4"
"3h";"nee";"wi";"3h.3hc";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"1";"3";"0";"4";"33,3%";"";"1";"3";"4"
"3v";"nee";"wi";"3v.3vc";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"1";"3";"0";"4";"33,3%";"";"1";"3";"4"
"3v";"nee";"wi";"3v.3vd";"wis&rek";"12";"7";"1";"0";"8";"12,5%";"0%";"0";"1";"3";"0";"4";"33,3%";"";"0";"4";"4"
"3v";"nee";"wi";"3v.3ve";"wis&rek";"12";"6";"0";"0";"6";"0%";"0%";"0";"3";"3";"0";"6";"50%";"";"0";"3";"3"
"3vp";"nee";"wi";"3vp.3va";"wis&rek";"12";"7";"0";"0";"7";"0%";"0%";"0";"2";"3";"0";"5";"41,7%";"";"0";"4";"3"
"3vp";"nee";"wi";"3vp.3vb";"wis&rek";"12";"6";"0";"0";"6";"0%";"0%";"0";"3";"3";"0";"6";"50%";"";"0";"3";"3"
"5v";"ja";"wisa";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4h";"ja";"wisa";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"6v";"ja";"wisa";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4v";"ja";"wisa";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5h";"ja";"wisa";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4h";"nee";"wisa";"4h.wisa1";"wis&rek";"9";"5";"0";"0";"5";"0%";"0%";"0";"2";"2";"0";"4";"44,4%";"";"0";"2";"3"
"4h";"nee";"wisa";"4h.wisa2";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"3";"2"
"4h";"nee";"wisa";"4h.wisa3";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"2";"3"
"4v";"nee";"wisa";"4v.wisa1";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"2";"3"
"4v";"nee";"wisa";"4v.wisa2";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"2";"3"
"4v";"nee";"wisa";"4v.wisa3";"wis&rek";"9";"8";"0";"0";"8";"0%";"0%";"0";"0";"1";"0";"1";"11,1%";"";"2";"3";"3"
"5h";"nee";"wisa";"5h.wisa1";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"3";"2"
"5h";"nee";"wisa";"5h.wisa2";"wis&rek";"9";"7";"0";"0";"7";"0%";"0%";"0";"0";"2";"0";"2";"22,2%";"";"1";"3";"3"
"5h";"nee";"wisa";"5h.wisa3";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"2";"3"
"5v";"nee";"wisa";"5v.wisa1";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"3";"2"
"5v";"nee";"wisa";"5v.wisa2";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"2";"3"
"5v";"nee";"wisa";"5v.wisa3";"wis&rek";"9";"7";"0";"0";"7";"0%";"0%";"0";"1";"1";"0";"2";"22,2%";"";"2";"2";"3"
"6v";"nee";"wisa";"6v.wisa1";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"2";"3"
"6v";"nee";"wisa";"6v.wisa2";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"3";"2"
"6v";"nee";"wisa";"6v.wisa3";"wis&rek";"9";"6";"0";"0";"6";"0%";"0%";"0";"1";"2";"0";"3";"33,3%";"";"1";"2";"3"
"5v";"ja";"wisb";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4h";"ja";"wisb";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5h";"ja";"wisb";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4v";"ja";"wisb";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"6v";"ja";"wisb";"";"wis&rek";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4h";"nee";"wisb";"4h.wisb1";"wis&rek";"12";"9";"0";"0";"9";"0%";"0%";"0";"1";"2";"0";"3";"25%";"";"2";"3";"4"
"4v";"nee";"wisb";"4v.wisb1";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"1";"3";"0";"4";"33,3%";"";"1";"3";"4"
"4v";"nee";"wisb";"4v.wisb2";"wis&rek";"12";"7";"0";"0";"7";"0%";"0%";"0";"2";"3";"0";"5";"41,7%";"";"1";"3";"3"
"5h";"nee";"wisb";"5h.wisb1";"wis&rek";"12";"7";"0";"0";"7";"0%";"0%";"0";"2";"3";"0";"5";"41,7%";"";"1";"3";"3"
"5v";"nee";"wisb";"5v.wisb1";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"1";"3";"0";"4";"33,3%";"";"1";"3";"4"
"5v";"nee";"wisb";"5v.wisb2";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"1";"3";"0";"4";"33,3%";"";"1";"3";"4"
"6v";"nee";"wisb";"6v.wisb1";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"1";"3";"0";"4";"33,3%";"";"1";"3";"4"
"6v";"nee";"wisb";"6v.wisb2";"wis&rek";"12";"8";"0";"0";"8";"0%";"0%";"0";"1";"3";"0";"4";"33,3%";"";"1";"3";"4"
"5v";"nee";"wo";"5v.wo1";"wo";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"5v";"nee";"wo";"5v.wo2";"wo";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"5v";"nee";"wo";"5v.wo3";"wo";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"5v";"nee";"wo";"5v.wo4";"wo";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
